text,label,label_text,text_clean
Is there a fee for physical cards?,43,order_physical_card,is there a fee for physical cards?
I cannot activate my card.,0,activate_my_card,i cannot activate my card.
I did a transfer and was charged a fee that I shouldn't have been!,64,transfer_fee_charged,i did a transfer and was charged a fee that i shouldn't have been!
Can I top-up my google pay?,2,apple_pay_or_google_pay,can i top-up my google pay?
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,49,pin_blocked,my account is blocked because i entered the wrong pin too many times. help me unblock.
The seller of the items I bought online the other day hasn't received the EU transfer yet. How long do these usually take?,48,pending_transfer,the seller of the items i bought online the other day hasn't received the eu transfer yet. how long do these usually take?
My identity has been stolen. I still have my physical card but there are charges I didn't make on my account. How do I cancel this card or dispute the charges?,20,cash_withdrawal_not_recognised,my identity has been stolen. i still have my physical card but there are charges i didn't make on my account. how do i cancel this card or dispute the charges?
Why is my cash request and the amount I received different?,75,wrong_amount_of_cash_received,why is my cash request and the amount i received different?
I think my top up has been reverted,61,top_up_reverted,i think my top up has been reverted
How long will it take for my payment to go through?,45,pending_card_payment,how long will it take for my payment to go through?
I tried activation my card and it didn't employment,0,activate_my_card,i tried activation my card and it didn't employment
My card don't work.,14,card_not_working,my card don't work.
Can someone assist me with updating my account details with changing my last name?,30,edit_personal_details,can someone assist me with updating my account details with changing my last name?
Help!  I forgot my password.,44,passcode_forgotten,help! i forgot my password.
Do you charge anything for topping up?,56,top_up_by_bank_transfer_charge,do you charge anything for topping up?
"My card is expiring, how do I get a new one?",9,card_about_to_expire,"my card is expiring, how do i get a new one?"
I entered my pin wrong  too many times.,49,pin_blocked,i entered my pin wrong too many times.
What happens if I deposit a cheque accidentally?,6,balance_not_updated_after_cheque_or_cash_deposit,what happens if i deposit a cheque accidentally?
"I logged in wrong and am blocked, how do I log in?",49,pin_blocked,"i logged in wrong and am blocked, how do i log in?"
Why is there are there two of the same transaction?,63,transaction_charged_twice,why is there are there two of the same transaction?
"My PIN has been blocked, what should I do?",49,pin_blocked,"my pin has been blocked, what should i do?"
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.,76,wrong_exchange_rate_for_cash_withdrawal,can i get money in my home currency at my atm ?i am on holiday and bit concerned because i do not have any cash with me .is it possible to withdraw without any additional cost.
Can I get a card in the EU?,24,country_support,can i get a card in the eu?
Please explain your exchange rate policy.,32,exchange_rate,please explain your exchange rate policy.
"Can I add other people to my account, so they can top up?",62,topping_up_by_card,"can i add other people to my account, so they can top up?"
Can I start an account for my kids?,1,age_limit,can i start an account for my kids?
"A WD was just made on my account, but it was not me and I still have my card.  What to do?",20,cash_withdrawal_not_recognised,"a wd was just made on my account, but it was not me and i still have my card. what to do?"
Where do my funds originate from?,70,verify_source_of_funds,where do my funds originate from?
do i need to wait to get my card before getting a pin,38,get_physical_card,do i need to wait to get my card before getting a pin
I'm confused ass to why my contactless is not working.,23,contactless_not_working,i'm confused ass to why my contactless is not working.
How will I know when I can use the auto top-up feature?,4,automatic_top_up,how will i know when i can use the auto top-up feature?
I ordered online weeks ago and I never received my package in the mail and I don't want to wait any more. So if I could get my money back now that would be great.,52,request_refund,i ordered online weeks ago and i never received my package in the mail and i don't want to wait any more. so if i could get my money back now that would be great.
Remove my account immediately.,55,terminate_account,remove my account immediately.
Can I choose my card scheme?,73,visa_or_mastercard,can i choose my card scheme?
Are purchases returnable for full refund?,52,request_refund,are purchases returnable for full refund?
My salary comes in GBP can I change my options somewhere?,50,receiving_money,my salary comes in gbp can i change my options somewhere?
Can I use this app for both USD and GBP?,33,exchange_via_app,can i use this app for both usd and gbp?
Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.,26,declined_cash_withdrawal,has my account been frozen? i tried to use my card but the atm would not dispense cash.
Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM.,26,declined_cash_withdrawal,please help me with my card. as i have tried to use my card in two different atms but repeatedly it was declining by atm.
There has been a payment  in the App that has not be done by me.,16,card_payment_not_recognised,there has been a payment in the app that has not be done by me.
Is there a list of where I can use my card?,10,card_acceptance,is there a list of where i can use my card?
Where's the money from my transfer from Europe?,67,transfer_timing,where's the money from my transfer from europe?
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,17,card_payment_wrong_exchange_rate,it seems that something went wrong with my exchange. i changed russian ruble into uk pounds but have been charged entirely too much!
I think my card is lost.  What do I do?,41,lost_or_stolen_card,i think my card is lost. what do i do?
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",66,transfer_not_received_by_recipient,"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer."
I made a payment but it was returned.,53,reverted_card_payment?,i made a payment but it was returned.
Do top-ups have a limit?,60,top_up_limits,do top-ups have a limit?
I'm having problems with ID verification,68,unable_to_verify_identity,i'm having problems with id verification
My account was charged a debit payment I don't recognize.,28,direct_debit_payment_not_recognised,my account was charged a debit payment i don't recognize.
Can you please check the exchange rate when I was getting cash?,76,wrong_exchange_rate_for_cash_withdrawal,can you please check the exchange rate when i was getting cash?
Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,8,cancel_transfer,please can you block the transaction i just sent from my account? it was a payment but i accidently typed in the wrong details and think it might have gone to the wrong place.
Can I change my card PIN?,21,change_pin,can i change my card pin?
The wrong exchange rate was used when I purchased an item.,17,card_payment_wrong_exchange_rate,the wrong exchange rate was used when i purchased an item.
i need to expedite my card,12,card_delivery_estimate,i need to expedite my card
how do I link an old card?,13,card_linking,how do i link an old card?
Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?,19,cash_withdrawal_charge,have you started charging for cash withdrawals? i always thought it was free until i noticed this fee. how much is the fee?
How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,45,pending_card_payment,how long does it actually take my card payment to make it to the account? i've made a payment a couple of days ago but it hasn't moved since.
Make me understand why I am charged an extra fee when I use the ATM.,19,cash_withdrawal_charge,make me understand why i am charged an extra fee when i use the atm.
How long does it take for a top up to be approved?,47,pending_top_up,how long does it take for a top up to be approved?
I want to cancel my purchase,52,request_refund,i want to cancel my purchase
"No transactions are being accepted, what's wrong with my card?",14,card_not_working,"no transactions are being accepted, what's wrong with my card?"
My transfer is pending too long.,5,balance_not_updated_after_bank_transfer,my transfer is pending too long.
Whats types of currency can I exchange?,33,exchange_via_app,whats types of currency can i exchange?
What is the highest amount I can top-up?,60,top_up_limits,what is the highest amount i can top-up?
I recently bought an item using my card and I was charged an extra fee why is this?,15,card_payment_fee_charged,i recently bought an item using my card and i was charged an extra fee why is this?
What is the purpose of requiring my identification?,74,why_verify_identity,what is the purpose of requiring my identification?
I don't think that my top-up worked.,59,top_up_failed,i don't think that my top-up worked.
Why does my identity need verification?,74,why_verify_identity,why does my identity need verification?
why didnt my account allow a transfer,7,beneficiary_not_allowed,why didnt my account allow a transfer
The app shows a withdrawal that I did not make or authorize.,20,cash_withdrawal_not_recognised,the app shows a withdrawal that i did not make or authorize.
How is this transfer supposed to work? It's not working for me.,35,failed_transfer,how is this transfer supposed to work? it's not working for me.
Why is the cash withdrawal under pending?,46,pending_cash_withdrawal,why is the cash withdrawal under pending?
Why is top up not working if I use my American express with my apple pay?,2,apple_pay_or_google_pay,why is top up not working if i use my american express with my apple pay?
What countries can I use my account in?,24,country_support,what countries can i use my account in?
I did a transaction to a wrong account!,8,cancel_transfer,i did a transaction to a wrong account!
Is it possible to transfer money to my credit card?,62,topping_up_by_card,is it possible to transfer money to my credit card?
Can I use this all over the world?,24,country_support,can i use this all over the world?
the transfer went through but now it has been pending for quite a while. i need this to go through already,48,pending_transfer,the transfer went through but now it has been pending for quite a while. i need this to go through already
What do I do if the ATM swallowed my card?,18,card_swallowed,what do i do if the atm swallowed my card?
Can the card was sen to me be tracked?,11,card_arrival,can the card was sen to me be tracked?
"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",61,top_up_reverted,"hello. i tried doing a topup and i thought it worked, but now the money is no longer in my account. can you explain?"
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,61,top_up_reverted,i thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. can you tell me what's going on?
I am confused about your fee structure and was disappointed to see a fee for my transfer.,64,transfer_fee_charged,i am confused about your fee structure and was disappointed to see a fee for my transfer.
"Since I got married, I need to change my name.",30,edit_personal_details,"since i got married, i need to change my name."
Why is this fee being charged to me after using my card?,15,card_payment_fee_charged,why is this fee being charged to me after using my card?
Why do we need to verify top-ups?,71,verify_top_up,why do we need to verify top-ups?
How do I query a payment on my card? It looks like I have paid for the same thing twice.,63,transaction_charged_twice,how do i query a payment on my card? it looks like i have paid for the same thing twice.
"I deposited cash into my account, why do I not see it?",6,balance_not_updated_after_cheque_or_cash_deposit,"i deposited cash into my account, why do i not see it?"
Is there a charge for sending out more cards?,39,getting_spare_card,is there a charge for sending out more cards?
How are the exchange rates for transfers calculated?,32,exchange_rate,how are the exchange rates for transfers calculated?
"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?",46,pending_cash_withdrawal,"if i have already completed a cash withdrawal at an atm, is it normal for it to show as a pending transaction on the app?"
I was charged twice for the same purchase!,63,transaction_charged_twice,i was charged twice for the same purchase!
What is the cost for physical cards?,43,order_physical_card,what is the cost for physical cards?
What information do I need to gather in order to activate my card?,0,activate_my_card,what information do i need to gather in order to activate my card?
I would like to terminate my account.,55,terminate_account,i would like to terminate my account.
What is the reason my payment was not accepted?,25,declined_card_payment,what is the reason my payment was not accepted?
How can I convert currencies?,33,exchange_via_app,how can i convert currencies?
I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,48,pending_transfer,i bought something on line a and the seller hasn't received the money i sent could you please tell me how long an eu transfer takes?
"I would like to get a physical card, but I don't know how. Can you help me?",43,order_physical_card,"i would like to get a physical card, but i don't know how. can you help me?"
How do I dispute a direct debit on my account?,28,direct_debit_payment_not_recognised,how do i dispute a direct debit on my account?
Where can I pay with my card?,10,card_acceptance,where can i pay with my card?
I was charged a fee for a transfer. Where did it come from?,64,transfer_fee_charged,i was charged a fee for a transfer. where did it come from?
How long does it take for pending to go through,48,pending_transfer,how long does it take for pending to go through
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,17,card_payment_wrong_exchange_rate,are you ripping people off with the exchange rate? it can't be that atrocious between banks.
Why did you revert my top-up?,61,top_up_reverted,why did you revert my top-up?
I haven't received my virtual card yet!!,40,getting_virtual_card,i haven't received my virtual card yet!!
why does my statement contain an extra fee?,34,extra_charge_on_statement,why does my statement contain an extra fee?
Will the card be a Mastercard or a Visa?,73,visa_or_mastercard,will the card be a mastercard or a visa?
Why was I declined when I tried to get my money?,26,declined_cash_withdrawal,why was i declined when i tried to get my money?
How much would it cost me if I transfer?,56,top_up_by_bank_transfer_charge,how much would it cost me if i transfer?
HOW LONG THE CARD VALIDITY,14,card_not_working,how long the card validity
"When I got cash, my exchange rate was off.",76,wrong_exchange_rate_for_cash_withdrawal,"when i got cash, my exchange rate was off."
Are there any ATM's near me that accept this card?,3,atm_support,are there any atm's near me that accept this card?
I could not transfer funds to a beneficiary; is there a problem with your software?,7,beneficiary_not_allowed,i could not transfer funds to a beneficiary; is there a problem with your software?
"I have a card that expires in the coming month, do I have to specifically ask for the updated card?",9,card_about_to_expire,"i have a card that expires in the coming month, do i have to specifically ask for the updated card?"
I have yet to receive my virtual card,40,getting_virtual_card,i have yet to receive my virtual card
are there any country restrictions?,24,country_support,are there any country restrictions?
I am seeing in the App a some cash withdrawal that I did not do,20,cash_withdrawal_not_recognised,i am seeing in the app a some cash withdrawal that i did not do
Are there top up charges for US cards?,57,top_up_by_card_charge,are there top up charges for us cards?
"A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me.",28,direct_debit_payment_not_recognised,"a few weeks ago, a strange transaction was made on my account by a seller i don't know. i am quite sure i didn't do it and will like for you to check it for me."
I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back?,16,card_payment_not_recognised,i need to freeze my card. there are charges on there that i did not authorize. they've been coming out for a couple of days. can i get this money back?
"There's a €1 fee on my statement, why?",34,extra_charge_on_statement,"there's a €1 fee on my statement, why?"
My cash withdrawl has the wrong rate of exchange.,76,wrong_exchange_rate_for_cash_withdrawal,my cash withdrawl has the wrong rate of exchange.
Why is there a direct debit to my account? I didn't do that.,28,direct_debit_payment_not_recognised,why is there a direct debit to my account? i didn't do that.
the money i transferred didnt arrive,66,transfer_not_received_by_recipient,the money i transferred didnt arrive
Why aren't my payment funds available to me?,45,pending_card_payment,why aren't my payment funds available to me?
Can my friend send me money?,50,receiving_money,can my friend send me money?
How do I authenticate my top-up?,71,verify_top_up,how do i authenticate my top-up?
Can you tell me why I was declined from getting cash?,26,declined_cash_withdrawal,can you tell me why i was declined from getting cash?
"Help, the ATM didn't give me all the money I requested",75,wrong_amount_of_cash_received,"help, the atm didn't give me all the money i requested"
What is the age requirement?,1,age_limit,what is the age requirement?
Why did it cost money to transfer funds?,64,transfer_fee_charged,why did it cost money to transfer funds?
Can you make exchanges with the EUR?,36,fiat_currency_support,can you make exchanges with the eur?
Can you tell me what the disposable cards are used for?,37,get_disposable_virtual_card,can you tell me what the disposable cards are used for?
Can I pay online with my card?,10,card_acceptance,can i pay online with my card?
I need to change my address in the personal details.,30,edit_personal_details,i need to change my address in the personal details.
I can't do any business with this virtual card.,72,virtual_card_not_working,i can't do any business with this virtual card.
Where is the closest ATM I can use?,3,atm_support,where is the closest atm i can use?
How much longer do I have to wait until my transaction is complete? I transferred money to another country many hours ago and the transaction is still pending.,48,pending_transfer,how much longer do i have to wait until my transaction is complete? i transferred money to another country many hours ago and the transaction is still pending.
why hasnt my card come in yet?,11,card_arrival,why hasnt my card come in yet?
Can I top off with a debit card?,54,supported_cards_and_currencies,can i top off with a debit card?
What would the age limit be?,1,age_limit,what would the age limit be?
What is the formula for your exchange rate?,32,exchange_rate,what is the formula for your exchange rate?
Currently I can't get my card to work.,14,card_not_working,currently i can't get my card to work.
How many times can I use my disposable card?,29,disposable_card_limits,how many times can i use my disposable card?
I have been waiting over a week. Is the card still coming?,11,card_arrival,i have been waiting over a week. is the card still coming?
I need to know the if there is a limit on the amount for auto top-up.,4,automatic_top_up,i need to know the if there is a limit on the amount for auto top-up.
If I top up using a European card is there a charge?,57,top_up_by_card_charge,if i top up using a european card is there a charge?
what is this extra charge with my purchase?,15,card_payment_fee_charged,what is this extra charge with my purchase?
I had transferred some money but the balance hasn't changed.,5,balance_not_updated_after_bank_transfer,i had transferred some money but the balance hasn't changed.
how much does it cost to add money,57,top_up_by_card_charge,how much does it cost to add money
How do I transfer cash my into my account?,65,transfer_into_account,how do i transfer cash my into my account?
What is the number of transactions I get with a disposable card?,29,disposable_card_limits,what is the number of transactions i get with a disposable card?
My transfer to my account is missing.,5,balance_not_updated_after_bank_transfer,my transfer to my account is missing.
I am unsuccessfully trying to make a transfer can you help?,35,failed_transfer,i am unsuccessfully trying to make a transfer can you help?
It appears my top-up has not gone through.,47,pending_top_up,it appears my top-up has not gone through.
What caused my transfer to fail?,35,failed_transfer,what caused my transfer to fail?
How do I make my transfer go through,27,declined_transfer,how do i make my transfer go through
What is the source of funds for my money?,70,verify_source_of_funds,what is the source of funds for my money?
Can I use my account although the identity verification has not been accepted yet?,74,why_verify_identity,can i use my account although the identity verification has not been accepted yet?
where did my funds come from?,70,verify_source_of_funds,where did my funds come from?
I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed?,59,top_up_failed,i am having a huge problem with my card being declined and it's really important that i top-up today. would you please look into this further and let me know how i can get this fixed?
What is this extra fee?,15,card_payment_fee_charged,what is this extra fee?
i didnt put that money in my account,20,cash_withdrawal_not_recognised,i didnt put that money in my account
How do I terminate my account.,55,terminate_account,how do i terminate my account.
How do I use a check to top up?,58,top_up_by_cash_or_cheque,how do i use a check to top up?
I have yet to receive the cash I added to my account this morning.,6,balance_not_updated_after_cheque_or_cash_deposit,i have yet to receive the cash i added to my account this morning.
I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,8,cancel_transfer,i've made a horrible mistake! i transferred money to the wrong account by accident! i entered one of the digits wrong. i need this cancelled immediately please.
The cash I wanted wasn't there.,75,wrong_amount_of_cash_received,the cash i wanted wasn't there.
Weird Direct Debit payment,28,direct_debit_payment_not_recognised,weird direct debit payment
Are cards issued to people living in the US?,24,country_support,are cards issued to people living in the us?
My card must have used my card as there are some transactions that I haven't done myself..,22,compromised_card,my card must have used my card as there are some transactions that i haven't done myself..
"I'm looking at my statement, and my refund is not on there.",51,Refund_not_showing_up,"i'm looking at my statement, and my refund is not on there."
What's the best way to use a cheque to top up?,58,top_up_by_cash_or_cheque,what's the best way to use a cheque to top up?
"For SEPA transfers, what kind of charge will be applied?",56,top_up_by_bank_transfer_charge,"for sepa transfers, what kind of charge will be applied?"
"My marital status has change, I got to correct my name to reflect that.",30,edit_personal_details,"my marital status has change, i got to correct my name to reflect that."
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,63,transaction_charged_twice,it appears as though my card payment was duplicated. i paid at the store earlier today. the first time it was declined and the second time it worked. the app is still showing one of the payments to be pending. please take one of these off because clearly the first was declined and is not correct.
Can I transfer my payroll to the bank?,50,receiving_money,can i transfer my payroll to the bank?
"If I don't live in the UK, can I get a card?",24,country_support,"if i don't live in the uk, can i get a card?"
Are there any charges for top ups?,57,top_up_by_card_charge,are there any charges for top ups?
My daughter needs an acount.,1,age_limit,my daughter needs an acount.
What kind of costs are involved for exchanging currency?,31,exchange_charge,what kind of costs are involved for exchanging currency?
I've just moved and I need to change my details,30,edit_personal_details,i've just moved and i need to change my details
Can I transfer money to my account with the app?,65,transfer_into_account,can i transfer money to my account with the app?
"There was an extra fee when I paid with my card, why was i charged this extra fee?",15,card_payment_fee_charged,"there was an extra fee when i paid with my card, why was i charged this extra fee?"
Can you show me where to link the new card?,13,card_linking,can you show me where to link the new card?
Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times!,35,failed_transfer,why wont the other bank take my money?? is it not good enough?? there's sufficient funds but i keep getting denied a standard transfer. ive tried 5 times!
Do you charge if I use a European bank card for top up?,57,top_up_by_card_charge,do you charge if i use a european bank card for top up?
How much is it to receive money?,56,top_up_by_bank_transfer_charge,how much is it to receive money?
i am under 18 and i am trying to verify my id. why wont it work?,68,unable_to_verify_identity,i am under 18 and i am trying to verify my id. why wont it work?
What does it mean if my top-up has not gone through?,47,pending_top_up,what does it mean if my top-up has not gone through?
"If my funds are running low, will the app top up automatically?",4,automatic_top_up,"if my funds are running low, will the app top up automatically?"
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,17,card_payment_wrong_exchange_rate,the exchange rate for my payment last saturday must be wrong because i was charged extra.
How long does transfers take?,5,balance_not_updated_after_bank_transfer,how long does transfers take?
Why hasn't my transaction arrived to my friend yet?,66,transfer_not_received_by_recipient,why hasn't my transaction arrived to my friend yet?
Will there be a charge for sending out more cards?,39,getting_spare_card,will there be a charge for sending out more cards?
when will the balance on my account change form a transfer,5,balance_not_updated_after_bank_transfer,when will the balance on my account change form a transfer
Why is my cash withdrawal pending?,46,pending_cash_withdrawal,why is my cash withdrawal pending?
Why did I not get the amount of money I requested?,75,wrong_amount_of_cash_received,why did i not get the amount of money i requested?
My card would not work at a shop.,25,declined_card_payment,my card would not work at a shop.
What is the identity check for?,74,why_verify_identity,what is the identity check for?
"I need to deposit my virtual card, how do i do that.",37,get_disposable_virtual_card,"i need to deposit my virtual card, how do i do that."
I'm not seeing my cash deposit showing up in my account.,6,balance_not_updated_after_cheque_or_cash_deposit,i'm not seeing my cash deposit showing up in my account.
"My payment has been declined!! What's going on, I thought everything was alright and working well?",25,declined_card_payment,"my payment has been declined!! what's going on, i thought everything was alright and working well?"
What can I do to track the card you sent me?,11,card_arrival,what can i do to track the card you sent me?
I did not get enough cash,75,wrong_amount_of_cash_received,i did not get enough cash
"Disaster, I've totally forgotten my passcode, can you help me?",44,passcode_forgotten,"disaster, i've totally forgotten my passcode, can you help me?"
I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it.,76,wrong_exchange_rate_for_cash_withdrawal,i'm upset because i got charged a ridiculous fee when making an atm withdrawal over a holiday weekend. it didn't notify me beforehand either or i wouldn't have ever done it.
I made a transfer into my account and now I need to cancel it,8,cancel_transfer,i made a transfer into my account and now i need to cancel it
Why was I charged an extra fee when paying with card?,15,card_payment_fee_charged,why was i charged an extra fee when paying with card?
Why isn't my refund on my statement?,51,Refund_not_showing_up,why isn't my refund on my statement?
My payment card was declined - could you tell me why?,25,declined_card_payment,my payment card was declined - could you tell me why?
Could you send me and up date on the arrival of my card?,11,card_arrival,could you send me and up date on the arrival of my card?
Can I make an account for my kids?,1,age_limit,can i make an account for my kids?
My card hasn't shown up yet.,11,card_arrival,my card hasn't shown up yet.
What are the maximum amount you can do for auto top-up?,4,automatic_top_up,what are the maximum amount you can do for auto top-up?
Today I used my card at a restaurant and it was declined. Why?,14,card_not_working,today i used my card at a restaurant and it was declined. why?
How long does it take for cards to be delivered after ordering them?,12,card_delivery_estimate,how long does it take for cards to be delivered after ordering them?
What is the cause of the delay in applying my card payment to my account?,45,pending_card_payment,what is the cause of the delay in applying my card payment to my account?
"Hearing back from us regarding your important verification results may take 10 minutes to one hour time.  If verification results do fail, double-check to make sure all of your images are clear --  make sure your photos have no glare or blurring. Note: These photos need to be readable as well.  You also need to be 18 years of age or older.  You must be a resident of Switzerland or the European Economic Area to open a new account.",68,unable_to_verify_identity,"hearing back from us regarding your important verification results may take 10 minutes to one hour time. if verification results do fail, double-check to make sure all of your images are clear -- make sure your photos have no glare or blurring. note: these photos need to be readable as well. you also need to be 18 years of age or older. you must be a resident of switzerland or the european economic area to open a new account."
I want to set up an auto top-up,4,automatic_top_up,i want to set up an auto top-up
My card doesn't seem to work.,14,card_not_working,my card doesn't seem to work.
"If my PIN number is rejected, how do I solve it?",49,pin_blocked,"if my pin number is rejected, how do i solve it?"
Why did my top-up not get approved this time?,61,top_up_reverted,why did my top-up not get approved this time?
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",6,balance_not_updated_after_cheque_or_cash_deposit,"the cheque i sent a few days ago has not been deposited yet, what is the hold up?"
What are ways to test why my card might not be working?,14,card_not_working,what are ways to test why my card might not be working?
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,66,transfer_not_received_by_recipient,i have a friend who needs money as soon as possibly. if i were to transfer it how long will it take to get to her?
I am yet to receive the money in my account how long will this take?,67,transfer_timing,i am yet to receive the money in my account how long will this take?
Could you please tell me your exchange rates?,32,exchange_rate,could you please tell me your exchange rates?
It looks like the exchange rates on my card payment are wrong,17,card_payment_wrong_exchange_rate,it looks like the exchange rates on my card payment are wrong
Can my salary be received and transferred to my current currency in my country?,50,receiving_money,can my salary be received and transferred to my current currency in my country?
I need to find out why my pending payment hasn't gone through.,45,pending_card_payment,i need to find out why my pending payment hasn't gone through.
virtual card won't work for me,72,virtual_card_not_working,virtual card won't work for me
I am not happy with your service and request that my account be terminated!,55,terminate_account,i am not happy with your service and request that my account be terminated!
My top up was reverted. Can you help?,61,top_up_reverted,my top up was reverted. can you help?
What is the way to go about getting a virtual card?,40,getting_virtual_card,what is the way to go about getting a virtual card?
I would like to reactivate my card that I previously reported lost. I located the card this morning.,13,card_linking,i would like to reactivate my card that i previously reported lost. i located the card this morning.
Can I use my card for online payments?,10,card_acceptance,can i use my card for online payments?
I'd like more info on getting a virtual card.,40,getting_virtual_card,i'd like more info on getting a virtual card.
Is my transfer pending?,48,pending_transfer,is my transfer pending?
What does the bank charge for lost or stolen card replacements?,43,order_physical_card,what does the bank charge for lost or stolen card replacements?
Where do I order additional cards?,39,getting_spare_card,where do i order additional cards?
"There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though.",20,cash_withdrawal_not_recognised,"there are incorrect charges on my account, there was a wd that was made by someone else. i still have my card though."
Where is the refund on my statement?,51,Refund_not_showing_up,where is the refund on my statement?
Can I activate my card with the app?,0,activate_my_card,can i activate my card with the app?
I think my card is broke?,14,card_not_working,i think my card is broke?
How do I report possible fraudulent activity on my account?,22,compromised_card,how do i report possible fraudulent activity on my account?
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",46,pending_cash_withdrawal,"hello, i tried to take out some money out of the atm, but it's still showing that it's pending? i really don't want to be charged for this."
What will happen after my card expires?,9,card_about_to_expire,what will happen after my card expires?
"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?",47,pending_top_up,"i think something is wrong with your top up. i've been waiting a little over an hour for this to go through, can you send it through for me?"
Do you have any accounts for children ?,1,age_limit,do you have any accounts for children ?
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,41,lost_or_stolen_card,my bag got stolen with all my cards. can you please cancel my card and send a new one?
I'm not certain my top-up went through yet.,47,pending_top_up,i'm not certain my top-up went through yet.
I need to reset the passcode.,44,passcode_forgotten,i need to reset the passcode.
I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here?,21,change_pin,i'm travelling abroad but i've run into a situation where i need to change my pin immediately. can i do this from here?
I tried entering my pin several times incorrectly. Why isn't my pin working?,49,pin_blocked,i tried entering my pin several times incorrectly. why isn't my pin working?
I noticed a duplicate charge on my statement.,63,transaction_charged_twice,i noticed a duplicate charge on my statement.
Why did my transfer fail?  What can I do?,35,failed_transfer,why did my transfer fail? what can i do?
Help! I've forgot my app passcode!,44,passcode_forgotten,help! i've forgot my app passcode!
"If I need an additional card, is there a fee for that?",39,getting_spare_card,"if i need an additional card, is there a fee for that?"
what is the cost for exchanging currencies?,31,exchange_charge,what is the cost for exchanging currencies?
When will my virtual card arrive?,40,getting_virtual_card,when will my virtual card arrive?
What do I need in regards to identification?,69,verify_my_identity,what do i need in regards to identification?
I just saw a fee on my account. When do these get charged?,15,card_payment_fee_charged,i just saw a fee on my account. when do these get charged?
Which fiat currencies are supported by you?,36,fiat_currency_support,which fiat currencies are supported by you?
"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",47,pending_top_up,"hello, i am a new customer, and just tried topping up for the first time. according to your information, the transaction should be instant - why does it still show as pending?"
Why is the payment on my card still pending?,45,pending_card_payment,why is the payment on my card still pending?
I noticed my exchange rate was incorrect when I got cash.,76,wrong_exchange_rate_for_cash_withdrawal,i noticed my exchange rate was incorrect when i got cash.
I am entering my passcode but getting an error.,44,passcode_forgotten,i am entering my passcode but getting an error.
I have another card from the U.S. Will you be able to accept that one?,54,supported_cards_and_currencies,i have another card from the u.s. will you be able to accept that one?
why am I being charged a fee for transferring money ?,64,transfer_fee_charged,why am i being charged a fee for transferring money ?
My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,66,transfer_not_received_by_recipient,my new landlord says he hasn't received the rent payment that i transferred a couple days ago. i've already checked the account numbers and they are correct. can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?
Why are top-ups being verified?,71,verify_top_up,why are top-ups being verified?
I need you to delete my account right now.,55,terminate_account,i need you to delete my account right now.
Do you have a limit for someone's age?,1,age_limit,do you have a limit for someone's age?
